2021-04-24 06:16:55,589 [ 1] INFO  Unity: Loading Manager Awake
2021-04-24 06:16:55,608 [ 1] INFO  Unity: DataManager > DataManager()
2021-04-24 06:17:03,505 [ 1] INFO  Unity: UserLoginRequest::user :maxt0214 psw:maxt0436
2021-04-24 06:17:03,507 [ 1] INFO  Unity: ConnectToServer() Start 
2021-04-24 06:17:03,508 [ 1] INFO  Unity: DoConnect
2021-04-24 06:17:03,509 [ 1] INFO  Unity: NetClient.DoConnect on 127.0.0.1:8000
2021-04-24 06:17:03,510 [ 1] INFO  Unity: Connect[0] to server 127.0.0.1:8000

2021-04-24 06:17:03,513 [ 1] INFO  Unity: LoadingMesager::OnGameServerConnect :0 reason:Success
2021-04-24 06:17:03,636 [ 1] INFO  Unity: OnUserLogin:Success [None]
2021-04-24 06:17:03,637 [ 1] INFO  Unity: Login Succeed! Tranferring to character creation scene!
2021-04-24 06:17:03,639 [ 1] INFO  Unity: LoadLevel: CharacterCreation
2021-04-24 06:17:03,753 [ 1] INFO  Unity: LevelLoadCompleted:1
2021-04-24 06:17:05,428 [ 1] INFO  Unity: UserEnterGameRequest::Character ID: 11
2021-04-24 06:17:05,464 [ 1] INFO  Unity: OnUserEnterGame:Success [None]
2021-04-24 06:17:05,465 [ 1] INFO  Unity: OnCharacterEnterMap:Map:1 Count:1
2021-04-24 06:17:05,467 [ 1] INFO  Unity: AddCharacter: 2: Elf Map: 1 Entity: (2:pos:(5000,4000,820),dir:(100,0,0),spd:0
2021-04-24 06:17:05,469 [ 1] INFO  Unity: LoadLevel: MainCity
2021-04-24 06:17:05,865 [ 1] INFO  Unity: LevelLoadCompleted:1
2021-04-24 06:17:05,871 [ 1] INFO  Unity: Character[Elf] TID:3 ID:2 is created
2021-04-24 06:17:07,369 [ 1] INFO  Unity: SetDirection:(98, -18, 0)
2021-04-24 06:17:07,370 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:0 Event:None
2021-04-24 06:17:07,469 [ 1] INFO  Unity: SetDirection:(94, -35, 0)
2021-04-24 06:17:07,469 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:0 Event:None
2021-04-24 06:17:07,519 [ 1] INFO  Unity: MoveForward
2021-04-24 06:17:07,519 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:MoveFwd
2021-04-24 06:17:07,551 [ 1] INFO  Unity: SetDirection:(86, -51, 0)
2021-04-24 06:17:07,551 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:07,651 [ 1] INFO  Unity: SetDirection:(74, -68, 0)
2021-04-24 06:17:07,651 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:07,766 [ 1] INFO  Unity: SetDirection:(58, -81, 0)
2021-04-24 06:17:07,767 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:07,850 [ 1] INFO  Unity: SetDirection:(43, -90, 0)
2021-04-24 06:17:07,850 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:07,933 [ 1] INFO  Unity: SetDirection:(27, -96, 0)
2021-04-24 06:17:07,933 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:08,015 [ 1] INFO  Unity: SetDirection:(9, -100, 0)
2021-04-24 06:17:08,016 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:08,114 [ 1] INFO  Unity: SetDirection:(-11, -99, 0)
2021-04-24 06:17:08,114 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:08,197 [ 1] INFO  Unity: SetDirection:(-28, -96, 0)
2021-04-24 06:17:08,197 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:08,280 [ 1] INFO  Unity: SetDirection:(-45, -89, 0)
2021-04-24 06:17:08,280 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:08,379 [ 1] INFO  Unity: SetDirection:(-62, -78, 0)
2021-04-24 06:17:08,379 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:08,462 [ 1] INFO  Unity: SetDirection:(-75, -66, 0)
2021-04-24 06:17:08,462 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:08,578 [ 1] INFO  Unity: SetDirection:(-86, -50, 0)
2021-04-24 06:17:08,579 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:10,136 [ 1] INFO  Unity: SetPosition:(4631, 3511, 807)
2021-04-24 06:17:10,136 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:10,814 [ 1] INFO  Unity: Stop
2021-04-24 06:17:10,815 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:0 Event:Idle
2021-04-24 06:17:11,362 [ 1] INFO  Unity: MoveForward
2021-04-24 06:17:11,362 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:MoveFwd
2021-04-24 06:17:12,141 [ 1] INFO  Unity: SetPosition:(4257, 3293, 807)
2021-04-24 06:17:12,141 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:13,566 [ 1] INFO  Unity: SetPosition:(3886, 3078, 807)
2021-04-24 06:17:13,566 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
2021-04-24 06:17:14,642 [ 1] INFO  Unity: SetDirection:(-94, -34, 0)
2021-04-24 06:17:14,642 [ 1] INFO  Unity: MapEntitySnc Request: Entity ID:2 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300 Event:None
